API Number,Well Name,Well Number,qtrqtr,sec,twp,range,lat,long,Elevation,Facility_type,Facility_status,fluid_type,max_wat_inj_press,max_inj_volume,not_injector_date,Formation_code,Formation,TopPeforation,BottomPerforation,NumberPerforations,PerforationSize,MeasuredDepth,TrueVerticalDepth,MeasuredPlugBackDepth,TrueVerticalPlugBackDepth,TopPerforationSubSea,BottomPerforationSubSea
05-067-07898-00,CINDER GULCH SWD (EPA)             ,3,NESW,11,32N,12W,37.03125,-108.12316,6212,UIC DISPOSAL,PR,PRODUCED WATER        ,1900,,,ENRD  ,ENTRADA                                           ,,,,,5890,0,5890,,,
05-067-07831-00,CLARK WDW (EPA)                    ,01-Apr,NESE,4,33N,11W,37.1304,-108.0406,6885,UIC DISPOSAL,SI,PRODUCED WATER        ,3200,,,ENRD  ,ENTRADA                                           ,,,,,5408,5372,5356,5321,,
05-067-07833-00,INDIAN CREEK WDW (EPA)             ,24-4           ,NWSE,24,34N,10W,37.175804,-107.884474,6350,UIC DISPOSAL,PA,PRODUCED WATER        ,1300,,00:00.0,CLFH  ,CLIFF HOUSE                                       ,,,,,5302,0,5101,,,
05-067-07872-00,DCS                                ,1,NENE,9,34N,8W,37.23455,-107.74417,6887,UIC DISPOSAL,IJ,PRODUCED WATER        ,2120,,,MVRD  ,MESAVERDE                                         ,,,,,5505,0,5462,,,
05-067-08669-00,SITTON WATER DISPOSAL              ,2,SWNW,15,34N,7W,37.21553,-107.630964,6801,UIC DISPOSAL,IJ,PRODUCED WATER        ,1760,14233625,,MVRD  ,MESAVERDE                                         ,4778,5070,692,,5331,,5235,,2023,1731
05-067-08718-00,MCCAW WATER DISPOSAL (EPA)         ,2,NWSE,20,34N,8W,37.175339,-107.737354,6675,UIC DISPOSAL,SI,PRODUCED WATER        ,1750,,,CLFH  ,CLIFF HOUSE                                       ,,,,,5844,,5770,,,
05-069-06087-00,MSSU                               ,30-5           ,NWSE,30,8N,68W,40.628909,-105.043818,5080,UIC ENHANCED RECOVERY,PR,PRODUCED WATER        ,1285,,00:00.0,MDDY  ,MUDDY                                             ,,,,,4876,0,0,,,
05-067-08718-00,MCCAW WATER DISPOSAL (EPA)         ,2,NWSE,20,34N,8W,37.175339,-107.737354,6675,UIC DISPOSAL,SI,PRODUCED WATER        ,1750,,,PNLK  ,POINT LOOKOUT                                     ,,,,,5844,,5770,,,
05-067-08732-00,SOUTHERN UTE (EPA)                 ,32-1 WDW       ,SESE,32,33N,7W,37.056222,-107.626236,6320,UIC DISPOSAL,IJ,PRODUCED WATER        ,3000,387005000,,BLFEN ,BLUFF-ENTRADA                                     ,,,,,8955,,8907,,,
05-067-08732-00,SOUTHERN UTE (EPA)                 ,32-1 WDW       ,SESE,32,33N,7W,37.056222,-107.626236,6320,UIC DISPOSAL,IJ,PRODUCED WATER        ,3000,387005000,,BRCN  ,BURRO CANYON                                      ,,,,,8955,,8907,,,
05-067-08758-00,BARNES WTR DISP WELL (EPA)         ,1,SWSE,4,33N,9W,37.128716,-107.829904,6262,UIC DISPOSAL,IJ,PRODUCED WATER        ,2500,0,,BLFEN ,BLUFF-ENTRADA                                     ,8212,8782,,,8934,,,,-1950,-2520
05-067-08397-00,FASSETT SWD(EPA)                   ,1,SWSW,7,33N,8W,37.11363,-107.76532,6666,UIC DISPOSAL,IJ,PRODUCED WATER        ,2450,,,MRSN  ,MORRISON                                          ,8094,8240,312,,8453,,8409,,-1428,-1574
05-069-06257-00,MSSU                               ,30-12          ,NWNW,30,8N,68W,40.638283,-105.05337,5118,UIC ENHANCED RECOVERY,SI,PRODUCED WATER        ,1345,,,MDDY  ,MUDDY                                             ,4974,5038,66,,5130,4730,5090,4690,144,80
05-069-06259-00,CLARKS LAKE MUDDY SAND UNIT        ,15-64          ,SWNE,15,9N,68W,40.748721,-104.987124,5298,UIC ENHANCED RECOVERY,IJ,PRODUCED WATER        ,2650,,,MDDY  ,MUDDY                                             ,,,,,6140,6140,6094,,,
05-069-06263-00,REDWIN                             ,22-75          ,NESE,22,9N,68W,40.732334,-104.984493,5286,UIC ENHANCED RECOVERY,IJ,PRODUCED WATER        ,2750,,,MDDY  ,MUDDY                                             ,,,,,6343,6343,6281,,,
05-069-06095-00,MSSU                               ,30-7           ,NENE,30,8N,68W,40.636165,-105.04107,5070,UIC ENHANCED RECOVERY,SI,PRODUCED WATER        ,1300,,,MDDY  ,MUDDY                                             ,4847,4890,,,4918,,,,223,180
05-069-06098-00,WELLINGTON MUDDY UNIT              ,03-May,SESW,30,10N,68W,40.80144,-105.04856,5449,UIC ENHANCED RECOVERY,PR,PRODUCED WATER        ,1180,,00:00.0,MDDY  ,MUDDY                                             ,,,,,4520,4520,4495,,,
05-069-06137-00,COMMUNITY                          ,6,NWNW,17,8N,68W,40.666564,-105.036872,5183,UIC ENHANCED RECOVERY,SI,PRODUCED WATER        ,1023,4489517,00:00.0,LYNS  ,LYONS                                             ,6127,6154,,,6233,0,6185,,-944,-971
05-069-06289-00,MSSU                               ,19-9           ,NESE,19,8N,68W,40.644183,-105.043116,5099,UIC ENHANCED RECOVERY,IJ,PRODUCED WATER        ,1340,,,MDDY  ,MUDDY                                             ,5034,5095,122,0.42,5160,5047,5134,5021,65,4
05-069-06291-00,REDWIN                             ,22-66          ,NWSE,22,9N,68W,40.730597,-104.987165,5281,UIC ENHANCED RECOVERY,SI,PRODUCED WATER        ,1933,,,MDDY  ,MUDDY                                             ,6099,6154,220,0.375,6338,0,6291,,-818,-873
05-069-06297-00,MSSU                               ,30-14          ,NWSW,30,8N,68W,40.632036,-105.053566,5099,UIC ENHANCED RECOVERY,IJ,PRODUCED WATER        ,1387,,,MDDY  ,MUDDY                                             ,,,,,5330,5146,5296,5113,,
05-069-06301-00,MSSU                               ,19-5           ,SENE,19,8N,68W,40.64901,-105.042973,5109,UIC ENHANCED RECOVERY,IJ,PRODUCED WATER        ,1280,,,MDDY  ,MUDDY                                             ,,,,,4900,4867,4860,4827,,
05-069-06302-00,MSSU                               ,19-6           ,SWNE,19,8N,68W,40.648778,-105.044091,5112,UIC ENHANCED RECOVERY,PR,PRODUCED WATER        ,1250,,00:00.0,MDDY  ,MUDDY                                             ,,,,,4730,4686,4693,4649,,
05-069-06303-00,MSSU                               ,19-7           ,SESE,19,8N,68W,40.64049,-105.043248,5083,UIC ENHANCED RECOVERY,SI,PRODUCED WATER        ,1270,,,MDDY  ,MUDDY                                             ,,,,,4797,4776,4762,4741,,
05-069-06305-00,MSSU                               ,30-15          ,NWSE,30,8N,68W,40.629005,-105.043694,5080,UIC ENHANCED RECOVERY,SI,PRODUCED WATER        ,1350,,00:00.0,MDDY  ,MUDDY                                             ,,,,,5100,4996,5068,4965,,
05-069-05168-00,WELLINGTON MUDDY UNIT/GAULT-PIATT  ,20-3           ,SWNE,7,9N,68W,40.76389,-105.04531,5389,UIC ENHANCED RECOVERY,PR,PRODUCED WATER        ,1175,,00:00.0,MDDY  ,MUDDY                                             ,4390,4402,,,4402,4402,0,,999,987
05-069-06252-00,MSSU                               ,19-3           ,SESW,19,8N,68W,40.640801,-105.04987,5107,UIC ENHANCED RECOVERY,IJ,PRODUCED WATER        ,1250,,,MDDY  ,MUDDY                                             ,4634,4688,56,0.375,4788,4655,4748,4616,473,419
05-069-06253-00,MSSU                               ,30-8           ,NWNW,30,8N,68W,40.638245,-105.053375,5118,UIC ENHANCED RECOVERY,PR,PRODUCED WATER        ,1265,,00:00.0,MDDY  ,MUDDY                                             ,4610,4794,,0.38,4890,4760,4848,4719,508,324
05-069-06254-00,Hearthfire                         ,1,NWNW,30,8N,68W,40.638326,-105.053377,5118,UIC ENHANCED RECOVERY,PR,PRODUCED WATER        ,1210,,00:00.0,MDDY  ,MUDDY                                             ,4483,4535,54,0.375,4599,4595,3975,3973,635,583
05-069-06255-00,MSSU                               ,30-10          ,NWNE,30,8N,68W,40.63841,-105.047605,5105,UIC ENHANCED RECOVERY,SI,PRODUCED WATER        ,1230,,,MDDY  ,MUDDY                                             ,,,,,4683,,,,,
05-069-06256-00,MSSU                               ,30-11          ,NENW,30,8N,68W,40.63575,-105.050368,5109,UIC ENHANCED RECOVERY,IJ,PRODUCED WATER        ,1270,,,MDDY  ,MUDDY                                             ,4707,4760,55,0.375,4850,4553,4809,4553,402,349
05-067-09194-00,DARA FERGUSON INJECTION  (EPA)     ,1,SWNW,32,33N,9W,37.061756,-107.856344,6452,UIC DISPOSAL,IJ,PRODUCED WATER        ,2000,65000000,,BLFEN ,BLUFF-ENTRADA                                     ,,,,,9014,9014,8937,8937,,
05-067-09194-00,DARA FERGUSON INJECTION  (EPA)     ,1,SWNW,32,33N,9W,37.061756,-107.856344,6452,UIC DISPOSAL,IJ,PRODUCED WATER        ,2000,65000000,,MRSN  ,MORRISON                                          ,7914,8222,316,0.34,9014,9014,8937,8937,-1462,-1770
05-067-09260-00,HOWARD (EPA) 34-6-19               ,1,NWSW,19,34N,6W,37.17483,-107.549851,6830,UIC DISPOSAL,IJ,PRODUCED WATER        ,2500,,,MVRD  ,MESAVERDE                                         ,5450,5650,336,0.4,6220,,5954,,1380,1180
05-069-05125-00,COMMUNITY                          ,5,SESE,18,8N,68W,40.656239,-105.041435,,UIC ENHANCED RECOVERY,PR,PRODUCED WATER        ,1260,,00:00.0,MDDY  ,MUDDY                                             ,,,,,4770,0,4757,,,
05-069-05133-00,COMMUNITY                          ,2,NENE,18,8N,68W,40.665538,-105.039942,,UIC ENHANCED RECOVERY,IJ,PRODUCED WATER        ,1259,,00:00.0,MDDY  ,MUDDY                                             ,4715,4730,,,4940,0,4810,,,
05-069-05284-00,WELLINGTON MUDDY UNIT              ,25-1           ,NESW,7,9N,68W,40.76025,-105.05066,5357,UIC ENHANCED RECOVERY,TA,PRODUCED WATER        ,1250,,,MDDY  ,MUDDY                                             ,4632,4652,20,0.35,4765,0,4738,,725,705
05-069-06004-00,WELLINGTON MUDDY UNIT/SCOTT        ,17-6           ,NWSE,6,9N,68W,40.7749,-105.04568,5392,UIC ENHANCED RECOVERY,TA,PRODUCED WATER        ,1150,,,MDDY  ,MUDDY                                             ,4275,4300,25,,4370,0,0,,1117,1092
05-069-06006-00,WELLINGTON MUDDY UNIT/YOCKEY       ,23-1A          ,SENE,7,9N,68W,40.76422,-105.04032,5364,UIC ENHANCED RECOVERY,IJ,PRODUCED WATER        ,1230,,,MDDY  ,MUDDY                                             ,4575,4612,25,,4815,4815,0,,789,752
05-069-06008-00,WELLINGTON MUDDY UNIT              ,13-2           ,NENW,6,9N,68W,40.78105,-105.05216,5442,UIC ENHANCED RECOVERY,TA,PRODUCED WATER        ,1150,,00:00.0,MDDY  ,MUDDY                                             ,4304,4350,52,,4542,,,,1138,1092
05-069-06009-00,WELLINGTON MUDDY UNIT/D'MENT       ,21-1A          ,NENE,7,9N,68W,40.76774,-105.04056,5370,UIC ENHANCED RECOVERY,TA,PRODUCED WATER        ,1220,,,MDDY  ,MUDDY                                             ,4540,4570,120,,4720,4720,4682,,830,800
05-069-06039-00,WELLINGTON UNIT                    ,27-3           ,SENE,7,9N,68W,40.758264,-105.042334,5374,UIC DISPOSAL,IJ,PRODUCED WATER        ,1380,,,ENRD  ,ENTRADA                                           ,,,,,7200,7200,7188,,,
05-069-06042-00,WELLINGTON MUDDY UNIT              ,01-Oct,NWNW,32,10N,68W,40.797741,-105.038356,5479,UIC ENHANCED RECOVERY,IJ,PRODUCED WATER        ,1306,,,MDDY  ,MUDDY                                             ,4894,4944,,,4944,,4944,,585,535
05-069-06054-00,BERTHOUD STATE                     ,3,NESW,16,4N,69W,40.309424,-105.124292,5124,UIC ENHANCED RECOVERY,PA,PRODUCED WATER        ,647,,00:00.0,DKTA  ,DAKOTA                                            ,3872,3876,,,5065,0,,,1252,1248
05-069-06060-00,STATE-DEINES                       ,2,SENW,16,4N,69W,40.31386,-105.123607,5128,UIC ENHANCED RECOVERY,PA,PRODUCED WATER        ,650,,00:00.0,DKTA  ,DAKOTA                                            ,3914,3936,,,5062,,0,,1214,1192
05-069-06065-00,BERTHOUD STATE                     ,5,SESW,16,4N,69W,40.307834,-105.125482,5120,UIC ENHANCED RECOVERY,PA,PRODUCED WATER        ,1300,,00:00.0,DKTA  ,DAKOTA                                            ,3824,3834,20,,4346,,4316,,1296,1286
05-069-06083-00,PETERSON                           ,14-20          ,SWSW,20,8N,68W,40.641114,-105.036184,5084,UIC DISPOSAL,SI,PRODUCED WATER        ,1370,,,MDDYJ ,MUDDY J                                           ,,,,,6635,,6606,,,
05-069-06083-00,PETERSON                           ,14-20          ,SWSW,20,8N,68W,40.641114,-105.036184,5084,UIC DISPOSAL,SI,PRODUCED WATER        ,1370,7400000,,ENRD  ,ENTRADA                                           ,5765,5765,4,0.625,6635,,6606,,-681,-681
05-069-05136-00,"MARTINEZ, F G                      ",2,NWSW,8,8N,68W,40.674502,-105.037053,5202,UIC ENHANCED RECOVERY,SI,PRODUCED WATER        ,860,,,MDDY  ,MUDDY                                             ,4839,4860,,,4862,0,0,,363,342
05-069-06083-00,PETERSON                           ,14-20          ,SWSW,20,8N,68W,40.641114,-105.036184,5084,UIC DISPOSAL,SI,PRODUCED WATER        ,1370,7400000,,MDDYJ ,MUDDY J                                           ,,,,,6635,,6606,,,
05-069-06284-00,MSSU                               ,30-17          ,NENE,30,8N,68W,40.637094,-105.040656,5077,UIC ENHANCED RECOVERY,SI,PRODUCED WATER        ,1760,,,MDDY  ,MUDDY                                             ,4991,5039,49,0.5,5135,5048,5069,4982,86,38
05-069-05152-00,CLARKS LAKE MUDDY SAND UNIT        ,G-1            ,SESW,15,9N,68W,40.741472,-104.991911,5323,UIC ENHANCED RECOVERY,IJ,PRODUCED WATER        ,2675,,,MDDY  ,MUDDY                                             ,5939,6000,,,6028,6028,0,,-616,-677
05-069-05153-00,CLARKS LAKE MUDDY SAND UNIT        ,H-1            ,NESW,15,9N,68W,40.745104,-104.991704,5325,UIC ENHANCED RECOVERY,PR,PRODUCED WATER        ,2675,,00:00.0,MDDY  ,MUDDY                                             ,,,,,6512,0,5924,,,
05-069-06285-00,MSSU                               ,19-8           ,NESE,19,8N,68W,40.644148,-105.043098,5099,UIC ENHANCED RECOVERY,IJ,PRODUCED WATER        ,1266,,,MDDY  ,MUDDY                                             ,,,,,4890,4885,4840,4835,,
05-069-06287-00,MSSU                               ,19-4           ,SENW,19,8N,68W,40.64896,-105.051087,5150,UIC ENHANCED RECOVERY,IJ,PRODUCED WATER        ,1365,,,MDDY  ,MUDDY                                             ,5111,5174,63,0.5,5272,5155,5210,5093,39,-24
05-069-05156-00,CLARKS LAKE MUDDY SAND UNIT        ,N-1            ,SENW,15,9N,68W,40.748746,-104.991916,5336,UIC ENHANCED RECOVERY,SI,PRODUCED WATER        ,2675,,00:00.0,MDDY  ,MUDDY                                             ,5932,5980,,,6022,6022,5980,,-596,-644
05-069-05158-00,CLARKS LAKE MUDDY SAND UNIT        ,P-2            ,SWNE,15,9N,68W,40.750551,-104.989529,5316,UIC ENHANCED RECOVERY,PR,PRODUCED WATER        ,2675,,00:00.0,MDDY  ,MUDDY                                             ,5907,5955,,,5955,0,5730,,-591,-639
05-069-06227-00,REDWIN                             ,22-4           ,NWNE,22,9N,68W,40.737858,-104.986976,5309,UIC ENHANCED RECOVERY,SI,PRODUCED WATER        ,2750,,,MDDY  ,MUDDY                                             ,,,,,6139,6139,6077,,,
05-069-06239-00,REDWIN                             ,22-6           ,SENE,22,9N,68W,40.735561,-104.984336,5289,UIC ENHANCED RECOVERY,PR,PRODUCED WATER        ,2750,,00:00.0,MDDY  ,MUDDY                                             ,,,,,6261,6261,6184,,,
05-069-06307-00,MSSU                               ,20-2           ,NWNW,20,8N,68W,40.650946,-105.03447,5111,UIC ENHANCED RECOVERY,PR,PRODUCED WATER        ,1800,,00:00.0,MDDY  ,MUDDY                                             ,,,,,5170,5134,5117,5082,,
05-069-06309-00,MSSU                               ,20-1           ,SWNW,20,8N,68W,40.64724,-105.03548,5106,UIC ENHANCED RECOVERY,SI,PRODUCED WATER        ,1800,,,MDDY  ,MUDDY                                             ,,,,,5210,5179,5162,5132,,
05-071-07035-00,LONG CANYON                        ,43-12 WD       ,NESE,12,34S,65W,37.09594,-104.61552,6396,UIC DISPOSAL,IJ,PRODUCED WATER        ,600,9600000,,PRGR  ,PURGATOIRE                                        ,,,,,3985,,3970,,,
05-071-07045-00,LA GARITA                          ,42-20 WD       ,SENE,20,33S,66W,37.16013,-104.79724,7158,UIC DISPOSAL,IJ,PRODUCED WATER        ,320,2693000,,DKTA  ,DAKOTA                                            ,5330,5356,72,0.48,5377,,5377,,1828,1802
05-069-06240-00,CLARKS LAKE MUDDY UNIT             ,15-1           ,SESE,15,9N,68W,40.742325,-104.985842,5302,UIC ENHANCED RECOVERY,IJ,PRODUCED WATER        ,1700,,,MDDY  ,MUDDY                                             ,,,,,6202,6202,6147,,,
05-069-06251-00,MSSU                               ,19-2           ,SWSW,19,8N,68W,40.640724,-105.049823,5107,UIC ENHANCED RECOVERY,PR,PRODUCED WATER        ,1240,,00:00.0,MDDY  ,MUDDY                                             ,4585,4641,58,0.375,4740,4588,4705,4554,522,466
05-069-06310-00,CHEYENNE RIDGE                     ,01-Jul,SWSE,7,8N,68W,40.669728,-105.044624,5168,UIC ENHANCED RECOVERY,SI,PRODUCED WATER        ,1800,,00:00.0,MDDY  ,MUDDY                                             ,,,,,5250,5192,5180,5123,,
05-069-06312-00,MSSU                               ,17-1           ,SWSW,17,8N,68W,40.654403,-105.034364,5143,UIC ENHANCED RECOVERY,IJ,PRODUCED WATER        ,1800,,,MDDY  ,MUDDY                                             ,,,,,5160,5149,5105,5094,,
05-069-06313-00,MSSU                               ,19-10          ,NWSW,19,8N,68W,40.644829,-105.053457,5120,UIC ENHANCED RECOVERY,SI,PRODUCED WATER        ,1300,,00:00.0,MDDY  ,MUDDY                                             ,,,,,4990,4829,4848,4789,,
05-069-06314-00,MSSU                               ,30-16          ,NWSE,30,8N,68W,40.62873,-105.043679,5080,UIC ENHANCED RECOVERY,IJ,PRODUCED WATER        ,1423,,,MDDY  ,MUDDY                                             ,,,,,5450,5103,5390,5048,,
05-069-06315-00,MSSU                               ,30-19          ,SWSE,30,8N,68W,40.625539,-105.047822,5065,UIC ENHANCED RECOVERY,SI,PRODUCED WATER        ,1280,,,MDDY  ,MUDDY                                             ,,,,,4950,4811,4896,4762,,
05-069-06316-00,MSSU                               ,31-1           ,SWSE,30,8N,68W,40.625491,-105.047697,5065,UIC ENHANCED RECOVERY,SI,PRODUCED WATER        ,1557,,,MDDY  ,MUDDY                                             ,,,,,5950,5101,5909,5070,,
05-069-06317-00,MSSU                               ,31-2           ,SWSE,30,8N,68W,40.625506,-105.047741,5065,UIC ENHANCED RECOVERY,SI,PRODUCED WATER        ,1385,,,MDDY  ,MUDDY                                             ,,,,,5241,4951,5190,4906,,
05-067-09452-00,STATE                              ,36-6           ,SENE,36,35N,9W,37.261693,-107.799793,7151,UIC DISPOSAL,SI,PRODUCED WATER        ,650,9106000,,BRCN  ,BURRO CANYON                                      ,7485,7545,360,0.37,7681,7681,7652,7652,-334,-394
05-067-09452-00,STATE                              ,36-6           ,SENE,36,35N,9W,37.261693,-107.799793,7151,UIC DISPOSAL,SI,PRODUCED WATER        ,650,9106000,,DKTA  ,DAKOTA                                            ,7316,7422,396,0.37,7681,7681,7652,7652,-165,-271
05-069-06306-00,MSSU                               ,17-2           ,NWSW,17,8N,68W,40.658484,-105.036623,5153,UIC ENHANCED RECOVERY,SI,PRODUCED WATER        ,1293,,,MDDY  ,MUDDY                                             ,,,,,4958,4936,4888,4867,,
05-069-06318-00,MSSU                               ,31-3           ,SWSE,30,8N,68W,40.625568,-105.047865,5065,UIC ENHANCED RECOVERY,SI,PRODUCED WATER        ,1514,,,MDDY  ,MUDDY                                             ,,,,,5002,4937,4934,4870,,
05-067-09682-00,PAUL MARTIN SWD (EPA)              ,1,NESE,19,34N,7W,37.173386,-107.64186,6775,UIC DISPOSAL,IJ,PRODUCED WATER        ,,,,MVRD  ,MESAVERDE                                         ,5070,5960,3550,0.47,6032,,5976,,1705,815
05-071-06741-00,WILD BOAR                          ,21-32 WD       ,NENW,32,33S,65W,37.13313,-104.69708,6514,UIC DISPOSAL,SI,PRODUCED WATER        ,700,16700000,,DKTA  ,DAKOTA                                            ,4124,4238,288,0.48,4376,4376,4300,4300,2390,2276
05-071-06867-00,VPR C                              ,14 WDW         ,SWSE,4,35S,66W,37.02324,-104.78115,7719,UIC DISPOSAL,IJ,PRODUCED WATER        ,1300,20898519,00:00.0,DKTA  ,DAKOTA                                            ,5754,5870,288,0.51,6951,,6850,,1965,1849
05-071-06867-00,VPR C                              ,14 WDW         ,SWSE,4,35S,66W,37.02324,-104.78115,7719,UIC DISPOSAL,IJ,PRODUCED WATER        ,1300,20898519,00:00.0,GRRS  ,GRANEROS                                          ,5521,5736,,,6951,,6850,,2198,1983
05-071-06741-00,WILD BOAR                          ,21-32 WD       ,NENW,32,33S,65W,37.13313,-104.69708,6514,UIC DISPOSAL,SI,PRODUCED WATER        ,700,16700000,,PRGR  ,PURGATOIRE                                        ,,,,,4376,4376,4300,4300,,
05-071-06867-00,VPR C                              ,14 WDW         ,SWSE,4,35S,66W,37.02324,-104.78115,7719,UIC DISPOSAL,IJ,PRODUCED WATER        ,1300,16650000,,GDMDG ,GRRS-DKTA-PRGR-MRSN-ENRD-DCKM-GLRT                ,,,,,6951,,6850,,,
05-071-07016-00,BEARDON                            ,24-15 WD       ,SESW,15,32S,65W,37.25324,-104.66298,7530,UIC DISPOSAL,IJ,PRODUCED WATER        ,320,11180000,,DKTA  ,DAKOTA                                            ,4796,4886,248,,5060,5060,5060,5060,2734,2644
05-071-07035-00,LONG CANYON                        ,43-12 WD       ,NESE,12,34S,65W,37.09594,-104.61552,6396,UIC DISPOSAL,IJ,PRODUCED WATER        ,600,9600000,,DKTA  ,DAKOTA                                            ,3700,3746,120,0.48,3985,,3970,,2696,2650
05-071-07706-00,DEL AGUA                           ,44-2 WD        ,SESE,2,32S,66W,37.28107,-104.74491,7519,UIC DISPOSAL,PA,PRODUCED WATER        ,375,8671000,00:00.0,DKTA  ,DAKOTA                                            ,5687,5700,,,5774,,5665,,1832,1819
05-071-07016-00,BEARDON                            ,24-15 WD       ,SESW,15,32S,65W,37.25324,-104.66298,7530,UIC DISPOSAL,IJ,PRODUCED WATER        ,320,11180000,,PRGR  ,PURGATOIRE                                        ,5810,5820,30,,5060,5060,5060,5060,1720,1710
05-071-07234-00,GARCIA                             ,05-Mar,SWNW,3,34S,62W,37.112446,-104.337833,6278,UIC DISPOSAL,PR,PRODUCED WATER        ,,,,TMPS  ,TIMPAS                                            ,1510,1540,,,1850,,1850,,4768,4738
05-071-06100-00,HORN SPRING GAS COM                ,1-32-33        ,SWNE,33,32S,66W,37.21541,-104.78309,7430,UIC ENHANCED RECOVERY,PR,PRODUCED WATER        ,0,,00:00.0,RTON  ,RATON COAL                                        ,,,,,2248,,2237,,,
05-071-06100-00,HORN SPRING GAS COM                ,1-32-33        ,SWNE,33,32S,66W,37.21541,-104.78309,7430,UIC ENHANCED RECOVERY,PR,PRODUCED WATER        ,0,,00:00.0,VRMJ  ,VERMEJO COAL                                      ,,,,,2248,,2237,,,
05-071-06106-00,COTTONTAIL PASS DISPOSAL WELL      ,32-33          ,SWNE,33,32S,66W,37.21621,-104.78017,7442,UIC DISPOSAL,IJ,PRODUCED WATER        ,1530,,,DCKM  ,DOCKUM                                            ,,,,,7400,,6621,,,
05-071-07565-00,CIMARRON                           ,32-18 WD       ,SWNE,18,32S,67W,37.25924,-104.92553,7940,UIC DISPOSAL,IJ,PRODUCED WATER        ,1150,7180000,,PRGR  ,PURGATOIRE                                        ,,,,,7044,,6949,,,
05-071-07690-00,WESTON                             ,24-23 A WD     ,SESW,23,33S,67W,37.15063,-104.85969,7046,UIC DISPOSAL,IJ,PRODUCED WATER        ,360,23760000,,DKTA  ,DAKOTA                                            ,5512,5610,304,,5629,,5511,,1534,1436
05-071-07690-00,WESTON                             ,24-23 A WD     ,SESW,23,33S,67W,37.15063,-104.85969,7046,UIC DISPOSAL,IJ,PRODUCED WATER        ,360,23760000,,PRGR  ,PURGATOIRE                                        ,,,,,5629,,5511,,,
05-071-06706-00,SAWTOOTH                           ,34-4 WD        ,SWSE,4,33S,65W,37.19594,-104.67421,6802,UIC DISPOSAL,IJ,PRODUCED WATER        ,750,20198250,,DKTA  ,DAKOTA                                            ,,,,,4620,4620,4585,4585,,
05-071-06106-00,COTTONTAIL PASS DISPOSAL WELL      ,32-33          ,SWNE,33,32S,66W,37.21621,-104.78017,7442,UIC DISPOSAL,IJ,PRODUCED WATER        ,1530,,,DKTA  ,DAKOTA                                            ,,,,,7400,,6621,,,
05-071-06106-00,COTTONTAIL PASS DISPOSAL WELL      ,32-33          ,SWNE,33,32S,66W,37.21621,-104.78017,7442,UIC DISPOSAL,IJ,PRODUCED WATER        ,1530,,,PRGR  ,PURGATOIRE                                        ,,,,,7400,,6621,,,
05-071-07455-00,HILL RANCH DEEP                    ,14-12 WD       ,SWSW,12,34S,66W,37.09282,-104.73615,7055,UIC DISPOSAL,SI,PRODUCED WATER        ,300,7025000,,DKTA  ,DAKOTA                                            ,4796,4886,248,0.48,4944,4944,4939,4939,2259,2169
05-071-06706-00,SAWTOOTH                           ,34-4 WD        ,SWSE,4,33S,65W,37.19594,-104.67421,6802,UIC DISPOSAL,IJ,PRODUCED WATER        ,750,20198250,,PRGR  ,PURGATOIRE                                        ,,,,,4620,4620,4585,4585,,
05-071-06123-00,APACHE CANYON                      ,19-10          ,NWSE,19,34S,67W,37.0687,-104.92571,7349,UIC DISPOSAL,IJ,PRODUCED WATER        ,1000,,,DCKM  ,DOCKUM                                            ,,,,,6357,6357,6342,,,
05-071-06123-00,APACHE CANYON                      ,19-10          ,NWSE,19,34S,67W,37.0687,-104.92571,7349,UIC DISPOSAL,IJ,PRODUCED WATER        ,1000,,,PRGR  ,PURGATOIRE                                        ,,,,,6357,6357,6342,,,
05-071-09838-00,VPR C                              ,204 WDW        ,SESE,1,35S,67W,37.02281,-104.83255,7359,UIC DISPOSAL,IJ,PRODUCED WATER        ,1173,23830000,,DKENG ,DAKOTA- ENTRADA-GLORIETA                          ,,,,,6610,,6596,,,
05-073-06010-00,MAUER                              ,1-SWD          ,NENE,12,12S,53W,39.0218,-103.27713,4965,UIC DISPOSAL,SI,PRODUCED WATER        ,714,,,CDHL  ,CEDAR HILLS                                       ,4268,4278,,,5044,,4425,,697,687
05-073-06098-00,KOCH 11-7                          ,1,NWNW,7,12S,52W,39.0217,-103.27255,5013,UIC DISPOSAL,IJ,PRODUCED WATER        ,400,9940000,,MRTN  ,MARMATON                                          ,6078,6150,168,0.45,7365,,6787,,-1065,-1137
05-073-06103-00,SSM O'BRIEN                        ,19-Jan,NENW,19,10S,53W,39.16994,-103.3729,5203,UIC DISPOSAL,IJ,PRODUCED WATER        ,1250,21837891,,CHRK  ,CHEROKEE                                          ,6207,6214,14,,7620,,7122,,-1004,-1011
05-073-06103-00,SSM O'BRIEN                        ,19-Jan,NENW,19,10S,53W,39.16994,-103.3729,5203,UIC DISPOSAL,IJ,PRODUCED WATER        ,1250,21837891,,LNSNG ,LANSING                                           ,,,,,7620,,7122,,,
05-073-06113-00,KOCH 22-7                          ,2,SENW,7,12S,52W,39.01805,-103.26792,4947,UIC DISPOSAL,PA,PRODUCED WATER        ,1221,,00:00.0,ABCK  ,ARBUCKLE                                          ,,,,,7314,,7309,,,
