API Number,Well Name,Well Number,qtrqtr,sec,twp,range,lat,long,Elevation,Facility_type,Facility_status,fluid_type,max_wat_inj_press,max_inj_volume,not_injector_date,Formation_code,Formation,TopPeforation,BottomPerforation,NumberPerforations,PerforationSize,MeasuredDepth,TrueVerticalDepth,MeasuredPlugBackDepth,TrueVerticalPlugBackDepth,TopPerforationSubSea,BottomPerforationSubSea
05-103-06308-00,"WALBRIDGE, L B                     ",3,SWSE,36,2N,102W,40.092906,-108.791463,5206,UIC ENHANCED RECOVERY,PA,PRODUCED WATER        ,3000,,00:00.0,WEBR  ,WEBER                                             ,,,,,6316,6316,0,,,
05-103-06309-00,"WEYRAUCH ""A""                       ",Mar-36,NENE,36,2N,102W,40.105006,-108.784393,5326,UIC ENHANCED RECOVERY,PA,PRODUCED WATER        ,3000,,00:00.0,WEBR  ,WEBER                                             ,,,,,6462,6462,6444,,,
05-103-06310-00,"LARSON, M B                        ",D-1-36         ,SENE,36,2N,102W,40.100776,-108.789273,5291,UIC ENHANCED RECOVERY,PA,PRODUCED WATER        ,3000,,00:00.0,WEBR  ,WEBER                                             ,,,,,6450,0,0,,,
05-103-06315-00,"MCLAUGHLIN, A C                    ",33,SWSW,11,2N,103W,40.15184,-108.93101,5579,UIC ENHANCED RECOVERY,IJ,PRODUCED WATER        ,3000,,,WEBR  ,WEBER                                             ,6605,6700,,,7000,,6700,,-1026,-1121
05-103-06316-00,"MCLAUGHLIN, A C                    ",44,SESW,11,2N,103W,40.15211,-108.92601,5581,UIC DISPOSAL,IJ,PRODUCED WATER        ,2550,,,NAVA  ,NAVAJO                                            ,,,,,6963,6963,5800,,,
05-103-06317-00,"MCLAUGHLIN, A C                    ",17,SWSE,11,2N,103W,40.15211,-108.92093,5530,UIC ENHANCED RECOVERY,IJ,PRODUCED WATER        ,3000,,,WEBR  ,WEBER                                             ,6579,6742,,,6915,,6743,,-1049,-1212
05-103-06319-00,A. C. MCLAUGHLIN                   ,45,NWNW,14,2N,103W,40.148536,-108.930639,5511,UIC ENHANCED RECOVERY,PA,PRODUCED WATER        ,2500,,00:00.0,WEBR  ,WEBER                                             ,6536,7137,,3.125,6717,6717,,,-1025,-1626
05-103-06320-00,"MCLAUGHLIN, A C                    ",40,NWSW,14,2N,103W,40.14131,-108.93066,5503,UIC ENHANCED RECOVERY,PA,PRODUCED WATER        ,3000,,00:00.0,WEBR  ,WEBER                                             ,,,,,6663,,6663,,,
05-103-06323-01,"MCLAUGHLIN, A C                    ",46,SENW,14,2N,103W,40.14497,-108.92577,5482,UIC ENHANCED RECOVERY,IJ,PRODUCED WATER        ,3000,,,WEBR  ,WEBER                                             ,6386,6604,112,0.5,,,,,-904,-1122
05-103-06324-00,"MCLAUGHLIN, A C                    ",43,NWSE,14,2N,103W,40.14157,-108.92084,5449,UIC ENHANCED RECOVERY,IJ,PRODUCED WATER        ,3000,,,WEBR  ,WEBER                                             ,,,,,6609,0,6609,,,
05-103-06325-00,HAGOOD M C                         ,A-8            ,NWNW,15,2N,103W,40.148577,-108.949216,5620,UIC ENHANCED RECOVERY,IJ,PRODUCED WATER        ,3000,,,WEBR  ,WEBER                                             ,6625,6863,,,6730,0,0,,-1005,-1243
05-103-06326-00,HAGOOD M C                         ,A-4            ,NENW,15,2N,103W,40.14853,-108.94492,5608,UIC ENHANCED RECOVERY,IJ,PRODUCED WATER        ,2500,,,WEBR  ,WEBER                                             ,6592,6696,,,6743,6743,6743,6743,-984,-1088
05-103-06327-00,M C HAGOOD A                       ,9,SWNE,15,2N,103W,40.144962,-108.944833,5562,UIC ENHANCED RECOVERY,PR,PRODUCED WATER        ,3000,,,WEBR  ,WEBER                                             ,,,,,6700,,6700,,,
05-103-06328-00,HAGOOD M C                         ,A-1            ,NESW,15,2N,103W,40.14136,-108.94482,5576,UIC ENHANCED RECOVERY,IJ,PRODUCED WATER        ,3000,,,WEBR  ,WEBER                                             ,6460,6719,,,,,6719,,-884,-1143
05-103-06329-00,"LARSON, M B                        ",A-1            ,SESW,15,2N,103W,40.137615,-108.944738,5604,UIC ENHANCED RECOVERY,PA,PRODUCED WATER        ,3000,,00:00.0,WEBR  ,WEBER                                             ,,,,,6924,0,0,,,
05-103-06330-00,HAGOOD M C                         ,A-3            ,NWNE,15,2N,103W,40.14853,-108.94031,5560,UIC ENHANCED RECOVERY,IJ,PRODUCED WATER        ,3000,,,WEBR  ,WEBER                                             ,6539,6448,,,6450,6673,,,-979,-888
05-103-06331-00,HAGOOD M C                         ,5,NWSE,15,2N,103W,40.14137,-108.94011,5575,UIC ENHANCED RECOVERY,IJ,PRODUCED WATER        ,3000,,,WEBR  ,WEBER                                             ,6415,6720,,,6720,0,0,,-840,-1145
05-103-06332-00,"LARSON, M B                        ",A-2            ,SWSE,15,2N,103W,40.13771,-108.9401,5555,UIC ENHANCED RECOVERY,PR,PRODUCED WATER        ,3000,,00:00.0,WEBR  ,WEBER                                             ,6386,6455,4,,,6702,,6696,-831,-900
05-103-06340-00,EMERALD                            ,42,NWSE,36,2N,103W,40.09801,-108.90206,5398,UIC ENHANCED RECOVERY,IJ,PRODUCED WATER        ,3000,,,WEBR  ,WEBER                                             ,6136,6647,,,6811,,5143,,-738,-1249
05-103-06340-00,EMERALD                            ,42,NWSE,36,2N,103W,40.09801,-108.90206,5398,UIC DISPOSAL,IJ,PRODUCED WATER        ,2388,76842078,,NAVA  ,NAVAJO                                            ,4689,5143,6,,6811,,5143,,709,255
05-103-06417-00,"MCLAUGHLIN, A C                    ",49X            ,NWSW,13,2N,103W,40.14299,-108.91363,5494,UIC ENHANCED RECOVERY,TA,PRODUCED WATER        ,3000,,00:00.0,WEBR  ,WEBER                                             ,,,,,6700,6700,6694,,,
05-103-06419-00,"MCLAUGHLIN, A C                    ",55X            ,SWSW,14,2N,103W,40.13629,-108.93274,5516,UIC ENHANCED RECOVERY,IJ,PRODUCED WATER        ,3000,,,WEBR  ,WEBER                                             ,6280,6660,204,0.5,6676,0,6675,,-764,-1144
05-103-06420-00,"MCLAUGHLIN, A C                    ",56X            ,SESW,14,2N,103W,40.13949,-108.92813,5478,UIC ENHANCED RECOVERY,IJ,PRODUCED WATER        ,3000,,,WEBR  ,WEBER                                             ,6260,6570,,,6588,0,6578,,-782,-1092
05-103-06425-00,"MCLAUGHLIN, A C                    ",52X            ,SWNW,23,2N,103W,40.132266,-108.92867,5504,UIC ENHANCED RECOVERY,IJ,PRODUCED WATER        ,3000,,,WEBR  ,WEBER                                             ,6197,6640,87,0.5,6699,,6680,,-693,-1136
05-103-07022-00,HAGOOD L N                         ,A-9X           ,SWSE,23,2N,103W,40.12132,-108.923477,5520,UIC ENHANCED RECOVERY,IJ,PRODUCED WATER        ,3000,,,WEBR  ,WEBER                                             ,6315,6459,210,0.5,6630,,6630,,-795,-939
05-103-07033-00,CARNEY C T                         ,21 X 35        ,CNW,35,2N,102W,40.10318,-108.81527,5326,UIC ENHANCED RECOVERY,IJ,PRODUCED WATER        ,3000,,,WEBR  ,WEBER                                             ,5786,,,,6445,0,6425,,-460,
05-103-07089-00,LEVISON                            ,22X            ,NWNW,26,2N,102W,40.11782,-108.81532,,UIC ENHANCED RECOVERY,PR,PRODUCED WATER        ,2500,,,WEBR  ,WEBER                                             ,6188,6560,285,0.5,,,,,,
05-103-07091-00,U S A-PICEANCE CREEK               ,26-7G          ,NWSW,7,2S,96W,39.88967,-108.21526,7259,UIC DISPOSAL,IJ,PRODUCED WATER        ,470,5016000,,WSTCA ,WASATCH A                                         ,2673,2999,,,5840,0,5585,,4586,4260
05-103-07152-00,"OLDLAND, E                         ",4,SESE,36,2N,102W,40.093166,-108.783183,5221,UIC ENHANCED RECOVERY,PA,PRODUCED WATER        ,3000,,00:00.0,WEBR  ,WEBER                                             ,,,,,6631,0,6474,,,
05-103-07191-00,CARNEY UNIT                        ,2X             ,NENE,4,1N,102W,40.09229,-108.84343,,UIC ENHANCED RECOVERY,IJ,PRODUCED WATER        ,3000,,,WEBR  ,WEBER                                             ,5625,6382,80,0.5,,,,,,
05-103-07216-00,"LARSON, F V                        ",A-2X           ,SWSE,34,2N,102W,40.095473,-108.82708,5224,UIC ENHANCED RECOVERY,SI,PRODUCED WATER        ,3000,,,WEBR  ,WEBER                                             ,,,,,6383,0,6375,,,
05-103-07262-00,CARNEY C T                         ,23X-35         ,SWNW,35,2N,102W,40.1,-108.81981,5262,UIC ENHANCED RECOVERY,IJ,PRODUCED WATER        ,3000,,,WEBR  ,WEBER                                             ,5660,6378,81,0.5,6422,6422,6400,,-398,-1116
05-103-07283-00,CARNEY C T                         ,24X35          ,NWNE,35,2N,102W,40.10677,-108.81049,5361,UIC ENHANCED RECOVERY,SI,PRODUCED WATER        ,3000,,,WEBR  ,WEBER                                             ,,,,,6527,6527,6510,,,
05-103-07316-00,LEVISON                            ,28X            ,NENE,27,2N,102W,40.1179,-108.82432,5355,UIC ENHANCED RECOVERY,PR,PRODUCED WATER        ,3000,,,WEBR  ,WEBER                                             ,6364,6488,186,0.42,6515,0,6050,,-1009,-1133
05-103-07320-00,LEVISON                            ,29X            ,NESW,26,2N,102W,40.11086,-108.81513,5345,UIC ENHANCED RECOVERY,IJ,PRODUCED WATER        ,3000,,,WEBR  ,WEBER                                             ,,,,,6605,,6520,,,
05-103-07351-00,LEVISON                            ,30X            ,SENE,27,2N,102W,40.11434,-108.81999,5371,UIC ENHANCED RECOVERY,IJ,PRODUCED WATER        ,3000,,,WEBR  ,WEBER                                             ,6004,6409,63,0.5,6532,0,6520,,-633,-1038
05-103-07415-00,CARNEY C T                         ,25 X 34        ,NENE,34,2N,102W,40.106378,-108.824546,5280,UIC ENHANCED RECOVERY,IJ,PRODUCED WATER        ,3000,,,WEBR  ,WEBER                                             ,5717,6377,78,0.5,6417,6417,6410,,-437,-1097
05-103-07424-00,FEE                                ,79X            ,SESE,29,2N,102W,40.11036,-108.85812,5249,UIC ENHANCED RECOVERY,IJ,PRODUCED WATER        ,3000,,,WEBR  ,WEBER                                             ,5590,6209,69,0.5,6268,0,6250,,-341,-960
05-103-07426-00,UNION PACIFIC                      ,78X-21         ,SWSE,21,2N,102W,40.124915,-108.843686,5394,UIC ENHANCED RECOVERY,IJ,PRODUCED WATER        ,3000,,,WEBR  ,WEBER                                             ,6120,6237,351,3,6658,,6465,,-726,-843
05-103-07435-00,U S A-PICEANCE CREEK               ,F13-8G         ,NWSW,8,2S,96W,39.88989,-108.19819,7458,UIC DISPOSAL,IJ,PRODUCED WATER        ,515,10320000,,WSTCA ,WASATCH A                                         ,2925,3368,,,3455,0,3422,,4533,4090
05-103-07448-00,UNION PACIFIC                      ,79X-32         ,SWSE,32,2N,102W,40.095851,-108.862689,5235,UIC ENHANCED RECOVERY,TA,PRODUCED WATER        ,3000,,00:00.0,WEBR  ,WEBER                                             ,5614,6495,63,0.5,6495,,6495,,-379,-1260
05-103-07460-00,UNION PACIFIC                      ,80X-28         ,NWSW,28,2N,102W,40.11383,-108.85321,,UIC ENHANCED RECOVERY,TA,PRODUCED WATER        ,3000,,,WEBR  ,WEBER                                             ,5686,6398,99,0.5,,,,,,
05-103-07466-00,CARNEY C T                         ,27X- 34        ,NESW,34,2N,102W,40.099455,-108.833712,5288,UIC ENHANCED RECOVERY,IJ,PRODUCED WATER        ,3000,,,WEBR  ,WEBER                                             ,5695,6400,244,0.5,6448,0,6430,,-407,-1112
05-103-07474-00,CARNEY C T                         ,28X-34         ,SENW,34,2N,102W,40.103121,-108.829551,5288,UIC ENHANCED RECOVERY,SI,PRODUCED WATER        ,3000,,,WEBR  ,WEBER                                             ,,,,,6423,6423,6400,,,
05-103-07475-00,LEVISON                            ,32X            ,SESE,27,2N,102W,40.11035,-108.82443,5327,UIC ENHANCED RECOVERY,IJ,PRODUCED WATER        ,3000,,,WEBR  ,WEBER                                             ,5834,6441,126,0.5,6472,0,6470,,-507,-1114
05-103-07478-00,U S A-PICEANCE CREEK               ,F13-1G         ,NWSW,1,2S,97W,39.90337,-108.23502,6700,UIC DISPOSAL,SI,PRODUCED WATER        ,405,60300000,,WSTCA ,WASATCH A                                         ,2286,2717,41,,3100,,3046,,4414,3983
05-103-07481-00,UNION PACIFIC                      ,85X-34         ,NWNW,34,2N,102W,40.106366,-108.834725,5345,UIC ENHANCED RECOVERY,IJ,PRODUCED WATER        ,3000,,,WEBR  ,WEBER                                             ,,,,,6505,0,6470,,,
05-103-07482-00,UNION PACIFIC                      ,86X-27         ,NWSE,27,2N,102W,40.11044,-108.8286,5290,UIC ENHANCED RECOVERY,IJ,PRODUCED WATER        ,3000,,,WEBR  ,WEBER                                             ,5801,6373,,,,,6400,,-511,-1083
05-103-07488-00,UNITED STATES B                    ,1,NENW,25,2N,102W,40.11955,-108.79391,5427,UIC ENHANCED RECOVERY,PR,PRODUCED WATER        ,1735,,,WEBR  ,WEBER                                             ,,,,,6649,6649,6140,,,
05-103-07491-00,FEE                                ,80X            ,SWSW,22,2N,102W,40.12146,-108.83452,5418,UIC ENHANCED RECOVERY,IJ,PRODUCED WATER        ,3000,,,WEBR  ,WEBER                                             ,6174,6536,72,0.375,6568,6568,6560,,-756,-1118
05-103-07505-00,GOVERNMENT C-1041                  ,2,NWNE,25,2N,102W,40.119456,-108.789133,5413,UIC ENHANCED RECOVERY,PA,PRODUCED WATER        ,1750,,00:00.0,WEBR  ,WEBER                                             ,,,,,6622,6622,6361,,,
05-103-07526-00,CARNEY C T                         ,30 X 34        ,SENE,34,2N,102W,40.10283,-108.820065,5297,UIC ENHANCED RECOVERY,IJ,PRODUCED WATER        ,3000,,,WEBR  ,WEBER                                             ,5726,6413,,,6460,0,6391,,-429,-1116
05-103-07530-00,"MCLAUGHLIN, S W                    ",8X             ,SESW,33,2N,102W,40.09234,-108.85255,5207,UIC ENHANCED RECOVERY,IJ,PRODUCED WATER        ,3000,,,WEBR  ,WEBER                                             ,5575,6366,324,0.45,6367,,6350,,-368,-1159
05-103-07535-00,"MCLAUGHLIN, S W                    ",9X             ,SESW,33,2N,102W,40.09572,-108.84808,5235,UIC ENHANCED RECOVERY,PR,PRODUCED WATER        ,3000,,00:00.0,WEBR  ,WEBER                                             ,,,,,6395,6395,6340,,,
05-103-07536-00,"UNION PACIFIC ""B""                  ",4X-34          ,SWSW,34,2N,102W,40.092478,-108.834509,5206,UIC ENHANCED RECOVERY,IJ,PRODUCED WATER        ,3000,,,WEBR  ,WEBER                                             ,,,,,6369,,6350,,,
05-103-07537-00,CARNEY C T                         ,29 X 34        ,NWSE,34,2N,102W,40.099208,-108.825001,,UIC ENHANCED RECOVERY,IJ,PRODUCED WATER        ,3000,,,WEBR  ,WEBER                                             ,5630,6338,240,,,,,,,
05-103-07546-00,FEE                                ,87X            ,NWNE,28,2N,102W,40.11771,-108.84404,5352,UIC ENHANCED RECOVERY,IJ,PRODUCED WATER        ,3000,,,WEBR  ,WEBER                                             ,,,,,6611,0,6562,,,
05-103-07547-00,"MCLAUGHLIN, S W                    ",10X            ,NWSE,33,2N,102W,40.0995,-108.84363,5238,UIC ENHANCED RECOVERY,PR,PRODUCED WATER        ,3000,,00:00.0,WEBR  ,WEBER                                             ,5617,6290,3,,6398,,,,-379,-1052
05-103-07548-00,UNION PACIFIC                      ,89X-34         ,NWNW,34,2N,102W,40.103323,-108.838649,5294,UIC ENHANCED RECOVERY,IJ,PRODUCED WATER        ,3000,,,WEBR  ,WEBER                                             ,,,,,6454,0,6440,,,
05-103-07554-00,FEE                                ,84X            ,NWNE,28,2N,102W,40.12096,-108.84815,5307,UIC ENHANCED RECOVERY,IJ,PRODUCED WATER        ,3000,,,WEBR  ,WEBER                                             ,,,,,6567,6567,6560,,,
05-103-07555-00,FEE                                ,89X            ,SWSW,22,2N,102W,40.12486,-108.83465,5356,UIC ENHANCED RECOVERY,TA,PRODUCED WATER        ,3000,,,WEBR  ,WEBER                                             ,,,,,6615,6615,6600,,,
05-103-07556-00,FEE                                ,92X            ,SWSE,22,2N,102W,40.12154,-108.82939,5395,UIC ENHANCED RECOVERY,TA,PRODUCED WATER        ,3000,,,WEBR  ,WEBER                                             ,,,,,6655,0,6125,,,
05-103-07559-00,FEE                                ,88X            ,SWSW,22,2N,102W,40.12139,-108.83838,5364,UIC ENHANCED RECOVERY,IJ,PRODUCED WATER        ,3000,,,WEBR  ,WEBER                                             ,6054,6567,225,0.5,6623,6623,6610,,-690,-1203
05-103-07560-00,UNION PACIFIC                      ,91X-28         ,NENW,28,2N,102W,40.11801,-108.85271,5293,UIC ENHANCED RECOVERY,IJ,PRODUCED WATER        ,3000,,,WEBR  ,WEBER                                             ,,,,,6553,0,6535,,,
05-103-07561-00,UNION PACIFIC                      ,93X-27         ,SWNW,27,2N,102W,40.11741,-108.834347,5343,UIC ENHANCED RECOVERY,PA,PRODUCED WATER        ,3000,,00:00.0,WEBR  ,WEBER                                             ,,,,,6603,6603,6595,,,
05-103-07569-01,FEE                                ,86X            ,SWNE,28,2N,102W,40.11444,-108.84817,5314,UIC ENHANCED RECOVERY,PR,PRODUCED WATER        ,3000,,,WEBR  ,WEBER                                             ,5775,6490,39,,,,,,-461,-1176
05-103-07572-00,FEE                                ,83X            ,NESE,29,2N,102W,40.11393,-108.85816,5257,UIC ENHANCED RECOVERY,PR,PRODUCED WATER        ,3000,,00:00.0,WEBR  ,WEBER                                             ,5644,6427,0,,6466,6466,6540,,-387,-1170
05-103-07573-00,FEE                                ,91X            ,SENE,28,2N,102W,40.11409,-108.83889,5306,UIC ENHANCED RECOVERY,IJ,PRODUCED WATER        ,3000,,,WEBR  ,WEBER                                             ,5833,6533,,,6566,6566,6555,,-527,-1227
05-103-07574-00,UNION PACIFIC                      ,92X-28         ,NESW,28,2N,102W,40.110685,-108.852601,5269,UIC ENHANCED RECOVERY,SI,PRODUCED WATER        ,3000,,,WEBR  ,WEBER                                             ,5640,6433,,,6479,,6460,,-371,-1164
05-103-07580-00,FEE                                ,90X            ,NESE,28,2N,102W,40.11056,-108.84359,5275,UIC ENHANCED RECOVERY,IJ,PRODUCED WATER        ,3000,,,WEBR  ,WEBER                                             ,5702,6492,111,0.5,6536,0,6520,,-427,-1217
05-103-07581-00,FEE                                ,85X            ,SESE,29,2N,102W,40.107765,-108.857838,5235,UIC ENHANCED RECOVERY,SI,PRODUCED WATER        ,3000,,,WEBR  ,WEBER                                             ,5566,6329,756,,6395,,6370,,-331,-1094
05-103-07582-00,UNION PACIFIC                      ,90X-29         ,NWSE,29,2N,102W,40.110664,-108.863114,5240,UIC ENHANCED RECOVERY,PR,PRODUCED WATER        ,3000,,00:00.0,WEBR  ,WEBER                                             ,5607,6302,0,,6400,0,6390,,-367,-1062
05-103-07586-00,LEVISON                            ,34X            ,SWSW,26,2N,102W,40.10707,-108.81986,5288,UIC ENHANCED RECOVERY,IJ,PRODUCED WATER        ,3000,,,WEBR  ,WEBER                                             ,,,,,6549,0,6520,,,
05-103-07588-00,UNION PACIFIC                      ,94X-27         ,NESW,27,2N,102W,40.11051,-108.83402,5322,UIC ENHANCED RECOVERY,SI,PRODUCED WATER        ,3000,,,WEBR  ,WEBER                                             ,5832,6333,402,0.375,6582,,6285,,-510,-1011
05-103-07589-00,CARNEY C T                         ,32X-34         ,NWNE,34,2N,102W,40.106625,-108.828841,5273,UIC ENHANCED RECOVERY,SI,PRODUCED WATER        ,3000,,,WEBR  ,WEBER                                             ,,,,,6525,,6525,,,
05-103-07591-00,FEE                                ,93X            ,NENE,33,2N,102W,40.10636,-108.83893,5307,UIC ENHANCED RECOVERY,IJ,PRODUCED WATER        ,3000,,,WEBR  ,WEBER                                             ,5669,6451,198,0.5,6517,6517,6490,,-362,-1144
05-103-07592-00,CARNEY C T                         ,33X-34         ,SENW,34,2N,102W,40.102968,-108.833683,5301,UIC ENHANCED RECOVERY,IJ,PRODUCED WATER        ,3000,,,WEBR  ,WEBER                                             ,,,,,6460,6460,6400,,,
05-103-07593-00,CARNEY C T                         ,35X-34         ,SENE,34,2N,102W,40.102908,-108.824647,5256,UIC ENHANCED RECOVERY,PR,PRODUCED WATER        ,3000,,,WEBR  ,WEBER                                             ,5641,6422,,,6516,0,6434,,-385,-1166
05-103-07594-00,FEE                                ,94X            ,SENE,33,2N,102W,40.10307,-108.84342,5286,UIC ENHANCED RECOVERY,SI,PRODUCED WATER        ,3000,,,WEBR  ,WEBER                                             ,5584,6332,156,0.5,6446,0,6420,,-298,-1046
05-103-07595-00,CARNEY C T                         ,36X-34         ,NESW,34,2N,102W,40.098827,-108.82953,5258,UIC ENHANCED RECOVERY,PA,PRODUCED WATER        ,3000,,00:00.0,WEBR  ,WEBER                                             ,5565,6373,,,6389,,6380,,-307,-1115
05-103-07596-00,UNION PACIFIC                      ,95X-34         ,SWNW,34,2N,102W,40.099506,-108.838295,5262,UIC ENHANCED RECOVERY,PA,PRODUCED WATER        ,3000,,00:00.0,WEBR  ,WEBER                                             ,,,,,6421,0,6390,,,
05-103-07597-00,"MCLAUGHLIN, S W                    ",11X            ,NWSE,33,2N,102W,40.09943,-108.84809,5228,UIC ENHANCED RECOVERY,IJ,PRODUCED WATER        ,3000,,,WEBR  ,WEBER                                             ,,,,,6388,0,6380,,,
05-103-07598-00,SHARPLES-MCLAUGHLIN                ,12X33          ,NESE,33,2N,102W,40.096,-108.84349,5256,UIC ENHANCED RECOVERY,PR,PRODUCED WATER        ,3000,,00:00.0,WEBR  ,WEBER                                             ,5622,5958,712,3,6415,6415,6400,,-366,-702
05-103-07599-00,"UNION PACIFIC ""B""                  ",5X-34          ,NWSW,34,2N,102W,40.096147,-108.834316,5321,UIC ENHANCED RECOVERY,IJ,PRODUCED WATER        ,3000,,,WEBR  ,WEBER                                             ,5640,6444,3,,6479,0,6465,,-319,-1123
05-103-07600-00,CARNEY C T                         ,34X-4          ,NENW,4,1N,102W,40.09205,-108.84812,5222,UIC ENHANCED RECOVERY,AC,PRODUCED WATER        ,3000,,00:00.0,WEBR  ,WEBER                                             ,5597,6277,,,6386,,6310,,-375,-1055
05-103-07601-00,"MCLAUGHLIN, S W                    ",12X            ,NESW,33,2N,102W,40.09608,-108.85245,5221,UIC ENHANCED RECOVERY,IJ,PRODUCED WATER        ,3000,,,WEBR  ,WEBER                                             ,,,,,6381,0,6370,,,
05-103-07602-00,UNION PACIFIC                      , B 6X-34       ,SWSW,34,2N,102W,40.092679,-108.838725,5295,UIC ENHANCED RECOVERY,TA,PRODUCED WATER        ,3000,,,WEBR  ,WEBER                                             ,,,,,6452,6452,6445,,,
05-103-07603-00,RECTOR                             ,10X            ,NENW,3,1N,102W,40.091201,-108.831037,5195,UIC ENHANCED RECOVERY,PA,PRODUCED WATER        ,3000,,00:00.0,WEBR  ,WEBER                                             ,,,,,6405,0,6390,,,
05-103-07604-00,CARNEY C T                         ,31X-4          ,NWNW,4,1N,102W,40.091866,-108.857475,5203,UIC ENHANCED RECOVERY,PA,PRODUCED WATER        ,3000,,00:00.0,WEBR  ,WEBER                                             ,5593,6387,,,6416,,6405,,-390,-1184
05-103-07605-00,SHARPLES-MCLAUGHLIN                ,11 X 33        ,SWNW,33,2N,102W,40.100076,-108.857615,5221,UIC ENHANCED RECOVERY,PA,PRODUCED WATER        ,3000,,00:00.0,WEBR  ,WEBER                                             ,,,,,6382,0,6365,,,
05-103-07609-00,GOVERNMENT                         ,19-Jan,SWSW,19,2N,101W,40.123246,-108.780283,5432,UIC ENHANCED RECOVERY,PA,PRODUCED WATER        ,1776,,00:00.0,WEBR  ,WEBER                                             ,,,,,6813,6813,0,,,
05-103-07610-00,GOVERNMENT C-1041                  ,3,NENE,25,2N,102W,40.11933,-108.78417,5403,UIC ENHANCED RECOVERY,IJ,PRODUCED WATER        ,1722,,,WEBR  ,WEBER                                             ,,,,,6616,6616,6361,,,
05-103-07618-00,GOVERNMENT                         ,5,SESE,24,2N,102W,40.12242,-108.78444,5418,UIC ENHANCED RECOVERY,PR,PRODUCED WATER        ,1740,,00:00.0,WEBR  ,WEBER                                             ,,,,,6735,6735,0,,,
05-103-07689-00,GRAY                               ,A-17X          ,SESE,13,2N,103W,40.13914,-108.89996,5461,UIC ENHANCED RECOVERY,IJ,PRODUCED WATER        ,3000,,,WEBR  ,WEBER                                             ,6246,6590,76,0.5,6612,0,6606,,-785,-1129
05-103-07692-00,"MCLAUGHLIN, A C                    ",60X            ,NWSE,14,2N,103W,40.139703,-108.919326,5439,UIC ENHANCED RECOVERY,IJ,PRODUCED WATER        ,3000,,,WEBR  ,WEBER                                             ,6228,6624,,,,,6705,,-789,-1185
05-103-07707-00,WHITE RIVER DOME UNIT              ,2-M            ,SWSE,32,2N,96W,40.092608,-108.186748,5818,UIC DISPOSAL,PA,PRODUCED WATER        ,1400,,00:00.0,MVRD  ,MESAVERDE                                         ,,,,,7500,0,4315,,,
05-103-07716-00,"MCLAUGHLIN, A C                    ",63X            ,SESW,13,2N,103W,40.13913,-108.90913,5445,UIC ENHANCED RECOVERY,IJ,PRODUCED WATER        ,3000,,,WEBR  ,WEBER                                             ,6244,6576,0,,6590,6590,6586,,-799,-1131
05-103-07724-00,FEDERAL                            ,30-Jan,NWNW,30,2N,101W,40.11889,-108.77991,5415,UIC ENHANCED RECOVERY,IJ,PRODUCED WATER        ,1780,,,WEBR  ,WEBER                                             ,,,,,6688,6688,6663,,,
05-103-07738-00,"MCLAUGHLIN, A C                    ",66X            ,NWSW,23,2N,103W,40.1283,-108.93284,5543,UIC ENHANCED RECOVERY,IJ,PRODUCED WATER        ,3000,,,WEBR  ,WEBER                                             ,6249,6377,33,0.5,6806,6795,6750,,-706,-834
05-103-07827-00,FEE                                ,98X            ,NWNE,19,2N,102W,40.135332,-108.885899,5402,UIC ENHANCED RECOVERY,IJ,PRODUCED WATER        ,3000,,,WEBR  ,WEBER                                             ,6157,6591,108,0.5,6652,6652,6630,,-755,-1189
05-103-07946-00,CHEVRON FEE                        ,106X           ,SENE,30,2N,102W,40.11404,-108.881019,,UIC ENHANCED RECOVERY,IJ,PRODUCED WATER        ,2400,,,WEBR  ,WEBER                                             ,5671,6443,144,0.5,,,,,,
05-103-07949-00,HAGOOD L N                         ,A-11X          ,SWNE,23,2N,103W,40.128765,-108.923601,5518,UIC ENHANCED RECOVERY,IJ,PRODUCED WATER        ,3000,,,WEBR  ,WEBER                                             ,6118,6611,,,6770,,6750,,-600,-1093
05-103-07950-00,HAGOOD LN A                        ,14X            ,SWNE,23,2N,103W,40.132176,-108.919402,5437,UIC ENHANCED RECOVERY,IJ,PRODUCED WATER        ,3000,,,WEBR  ,WEBER                                             ,6081,6667,0,,6690,0,6673,,-644,-1230
05-103-07950-01,HAGOOD LN A                        ,14X            ,SWNE,23,2N,103W,40.132176,-108.919402,5437,UIC ENHANCED RECOVERY,IJ,PRODUCED WATER        ,2200,,,WEBR  ,WEBER                                             ,6085,6552,968,0.5,6560,,6555,,-648,-1115
05-103-07977-00,UNION PACIFIC                      ,102X-20        ,SWSE,20,2N,102W,40.124912,-108.862579,5276,UIC ENHANCED RECOVERY,IJ,PRODUCED WATER        ,3000,,,WEBR  ,WEBER                                             ,5858,6470,302,0.5,6526,6526,6521,,-582,-1194
05-103-07978-00,"LACY, S B                          ",7X             ,NWSW,24,2N,103W,40.12807,-108.91358,5427,UIC ENHANCED RECOVERY,IJ,PRODUCED WATER        ,3000,,,WEBR  ,WEBER                                             ,5860,6580,0,,6678,0,6630,,-433,-1153
05-103-07989-00,FEE                                ,109X           ,SESW,19,2N,102W,40.121703,-108.886181,5305,UIC ENHANCED RECOVERY,IJ,PRODUCED WATER        ,3000,,,WEBR  ,WEBER                                             ,5721,6444,,,6556,6556,6500,,-416,-1139
